call_idx,turn_idx,sentence,act
748,10,pizza hut cherry hinton is a nice place in the south of town and the prices are moderate,"['inform', 'offer']"
748,11,phone number,['request']
748,12,the phone number of pizza hut cherry hinton is,"['inform', 'offer']"
748,13,post code,['request']
748,14,the post code of pizza hut cherry hinton is c b d y,"['inform', 'offer']"
748,15,thank you good bye,"['thankyou', 'bye']"
749,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
749,1,west,['inform']
749,2,would you like something in the cheap moderate or expensive price range?,['request']
749,3,doesnt matter,['inform']
749,4,would you like something in the cheap moderate or expensive price range?,['request']
749,5,doesnt matter thai food,['inform']
749,6,sala thong is a nice restaurant in the west of town serving thai food,"['inform', 'offer']"
749,7,addresses,['request']
749,8,sure sala thong is on newnham road newnham,"['inform', 'offer']"
749,9,phone number,['request']
749,10,the phone number of sala thong is,"['inform', 'offer']"
749,11,thank you good bye,"['thankyou', 'bye']"
750,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
750,1,north,['inform']
750,2,what kind of food would you like?,['request']
750,3,dont care,['inform']
750,4,would you like something in the cheap moderate or expensive price range?,['request']
750,5,cheap,['inform']
750,6,royal spice is a nice restaurant in the north of town serving indian food,"['inform', 'offer']"
750,7,addresses,['request']
750,8,sure royal spice is on victoria avenue chesterton,"['inform', 'offer']"
750,9,phone number,['request']
750,10,the phone number of royal spice is,"['inform', 'offer']"
750,11,thank you good bye,"['thankyou', 'bye']"
751,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
751,1,unintelligible,['null']
751,2,what part of town do you have in mind?,['request']
751,3,doesnt matter,['inform']
751,4,pizza express fen ditton is in the centre part of town,"['inform', 'offer']"
751,5,caribbean food,['inform']
751,6,i am sorry but there is no caribbean restaurant that matches your request,['canthelp']
751,7,portuguese food,['inform']
751,8,nando s is a nice restaurant in the south of town serving portuguese food,"['inform', 'offer']"
751,9,phone number,['request']
751,10,the phone number of nando s is,"['inform', 'offer']"
751,11,addresses,['request']
751,12,sure nando s is on cambridge leisure park clifton way,"['inform', 'offer']"
751,13,thank you good bye,"['thankyou', 'bye']"
752,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type,['welcomemsg']
752,1,noise,['null']
752,2,what part of town do you have in mind?,['request']
752,3,thai,['inform']
752,4,what part of town do you have in mind?,['request']
752,5,west,['inform']
752,6,what kind of food would you like?,['request']
752,7,thai,['inform']
752,8,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,9,sil,['null']
752,10,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,11,thai,['inform']
752,12,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,13,thai food,['inform']
752,14,did you say you are looking for a restaurant in the west of town?,['expl-conf']
752,15,yes,['affirm']
752,16,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,17,how about thai,"['inform', 'reqalts']"
752,18,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,19,asian,['inform']
752,20,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,21,addresses,['request']
752,22,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,23,thai,['inform']
752,24,did you say you are looking for a restaurant in the west of town?,['expl-conf']
752,25,yes,['affirm']
752,26,i m sorry but there is no chinese restaurant in the west of town,['canthelp']
752,27,thank you good bye,"['thankyou', 'bye']"
753,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
753,1,belgium,['inform']
753,2,i m sorry but there is no restaurant serving belgian food,['canthelp']
753,3,portuguese,['inform']
753,4,i m sorry but there is no restaurant serving belgian food,['canthelp']
753,5,portuguese,['inform']
753,6,nando s serves portuguese food,"['inform', 'offer']"
753,7,phone number,['request']
753,8,the phone number of nando s is,"['inform', 'offer']"
753,9,addresses,['request']
753,10,sure nando s is on cambridge leisure park clifton way,"['inform', 'offer']"
753,11,thank you good bye,"['thankyou', 'bye']"
754,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
754,1,i am,['null']
754,2,what part of town do you have in mind?,['request']
754,3,i am looking for a moderate priced restaurant,['inform']
754,4,what part of town do you have in mind?,['request']
754,5,that serves chinese food,['inform']
754,6,jinling noodle bar serves chinese food in the moderate price range,"['inform', 'offer']"
754,7,may i have the addresses,['request']
754,8,sure jinling noodle bar is on peas hill city centre,"['inform', 'offer']"
754,9,phone number and post code,['request']
754,10,the phone number of jinling noodle bar is and its postcode is c b p p,"['inform', 'offer']"
754,11,may i have the addresses,['request']
754,12,sure jinling noodle bar is on peas hill city centre,"['inform', 'offer']"
754,13,thank you good bye,"['thankyou', 'bye']"
755,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
755,1,im looking for a restaurant in the north part of town that serves african food,['inform']
755,2,i m sorry but there is no african restaurant in the north of town,['canthelp']
755,3,how about indian food,"['inform', 'reqalts']"
755,4,tandoori palace is a nice place in the north of town serving tasty indian food,"['inform', 'offer']"
755,5,may i have the addresses phone number and price range,['request']
755,6,the phone number of tandoori palace is and it is on histon road chesterton,"['inform', 'offer']"
755,7,and what is the price range,['request']
755,8,tandoori palace is in the expensive price range and their post code is c b l e,"['inform', 'offer']"
755,9,thank you good bye,"['thankyou', 'bye']"
756,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
756,1,i want to find a cheap restaurant in the south part of town,['inform']
756,2,what kind of food would you like?,['request']
756,3,it doesnt matter,['inform']
756,4,nando s is a nice place in the south of town and the prices are cheap,"['inform', 'offer']"
756,5,may i have the addresses phone number and post code,['request']
756,6,the phone number of nando s is and it is on cambridge leisure park clifton way,"['inform', 'offer']"
756,7,and may i have the post code,['request']
756,8,the post code of nando s is c b d y,"['inform', 'offer']"
756,9,thank you good bye,"['thankyou', 'bye']"
757,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
757,1,im looking for a cheap restaurant in the south part of town,['inform']
757,2,the lucky star is a nice restaurant in the south of town in the cheap price range,"['inform', 'offer']"
757,3,may i have the addresses,['request']
757,4,sure the lucky star is on cambridge leisure park clifton way cherry hinton,"['inform', 'offer']"
757,5,thank you good bye,"['thankyou', 'bye']"
758,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
758,1,i want to find an expensive restaurant that serves swedish food,['inform']
758,2,what part of town do you have in mind?,['request']
758,3,it doesnt matter,['inform']
758,4,what kind of food would you like?,['request']
758,5,swedish,['inform']
758,6,i m sorry but there is no restaurant serving swedish food,['canthelp']
758,7,how about korean,"['inform', 'reqalts']"
758,8,i m sorry but there is no restaurant serving swedish food,['canthelp']
758,9,how about korean food,"['inform', 'reqalts']"
758,10,the hotpot is in the expensive price range,"['inform', 'offer']"
758,11,do they serve korean food,['confirm']
758,12,ok a restaurant in any part of town is that right?,['expl-conf']
758,13,right,['affirm']
758,14,let me confirm you are looking for a restaurant in the expensive price range right?,['expl-conf']
758,15,right,['affirm']
758,16,little seoul serves korean food in the expensive price range,"['inform', 'offer']"
758,17,may i have the addresses and area,['request']
758,18,sure little seoul is on regent street city centre,"['inform', 'offer']"
